TC	WORD	EXP_COUNT	ACT_COUNT	MATCH
TC1	permission	1	1	True
TC1	permissions	1	1	True
TC1	peter	1	1	True
TC1	photography	1	1	True
TC1	pin	1	1	True
TC1	potentially	1	1	True
TC1	pubmed	1	1	True
TC1	recorded	1	1	True
TC1	regulatory	1	1	True
TC1	rl	1	1	True
TC1	scoring	1	1	True
TC1	seats	1	1	True
TC1	seed	1	1	True
TC1	shadow	1	1	True
TC1	shower	1	1	True
TC1	significance	1	1	True
TC1	sparc	1	1	True
TC1	sure	1	1	True
TC1	tab	1	1	True
TC1	taxes	1	1	True
TC1	tea	1	1	True
TC1	teaches	1	1	True
TC1	tions	1	1	True
TC1	trained	1	1	True
TC1	uni	1	1	True
TC1	vagina	1	1	True
TC1	wan	1	1	True
TC1	webcast	1	1	True
TC1	worse	1	1	True
TC2	---	---	---	---
TC2	advantages	1	1	True
TC2	afternoon	1	1	True
TC2	algebra	1	1	True
TC2	amongst	4	4	True
TC2	amounts	1	1	True
TC2	anchor	1	1	True
TC2	answering	1	1	True
TC2	apache	1	1	True
TC2	atomic	1	1	True
TC2	attending	1	1	True
TC2	automation	1	1	True
TC2	bases	1	1	True
TC2	biz	1	1	True
TC2	blowjob	1	1	True
TC2	boots	1	1	True
TC2	brass	4	4	True
TC2	builders	1	1	True
TC2	cannon	1	1	True
TC2	catalog	1	1	True
TC2	chain	4	4	True
TC2	cheese	1	1	True
TC2	chosen	1	1	True
TC2	clan	1	1	True
TC2	classes	1	1	True
TC2	come	1	1	True
TC2	comic	1	1	True
TC2	compatibility	1	1	True
TC2	conduct	1	1	True
TC2	conferencing	1	1	True
TC2	consisting	1	1	True
TC2	container	1	1	True
TC2	corp	1	1	True
TC2	correct	1	1	True
TC2	correlation	1	1	True
TC2	creates	1	1	True
TC2	croatia	1	1	True
TC2	dean	1	1	True
TC2	deck	1	1	True
TC2	defence	1	1	True
TC2	delays	1	1	True
TC2	disposal	1	1	True
TC2	doc	4	4	True
TC2	exams	1	1	True
TC2	excessive	1	1	True
TC2	faculty	1	1	True
TC2	feeding	1	1	True
TC2	females	1	1	True
TC2	fill	1	1	True
TC2	filme	4	4	True
TC2	filter	1	1	True
TC2	fioricet	1	1	True
TC2	form	1	1	True
TC2	frozen	1	1	True
TC2	galleries	1	1	True
TC2	genome	1	1	True
TC2	goals	1	1	True
TC2	hall	1	1	True
TC2	hampshire	1	1	True
TC2	history	1	1	True
TC2	holders	4	4	True
TC2	ht	1	1	True
TC2	hub	1	1	True
TC2	icons	1	1	True
TC2	ignored	1	1	True
TC2	inflation	4	4	True
TC2	initiative	1	1	True
TC2	instantly	1	1	True
TC2	interface	1	1	True
TC2	ion	1	1	True
TC2	italy	1	1	True
TC2	j	1	1	True
TC2	jeff	1	1	True
TC2	jon	1	1	True
TC2	jose	1	1	True
TC2	kingston	4	4	True
TC2	kuwait	1	1	True
TC2	lease	4	4	True
TC2	literacy	1	1	True
TC2	magazines	1	1	True
TC2	males	1	1	True
TC2	man	1	1	True
TC2	mens	1	1	True
TC2	midi	1	1	True
TC2	minneapolis	1	1	True
TC2	monaco	4	4	True
TC2	munich	1	1	True
TC2	naturals	1	1	True
TC2	networks	1	1	True
TC2	newly	1	1	True
TC2	night	1	1	True
TC2	norm	1	1	True
TC2	objects	1	1	True
TC2	odd	1	1	True
TC2	olympic	1	1	True
TC2	opens	1	1	True
TC2	ou	1	1	True
TC2	out	1	1	True
TC2	outlook	1	1	True
TC2	parent	1	1	True
TC2	practical	1	1	True
TC2	pre	3	3	True
TC2	preparation	1	1	True
TC2	priced	1	1	True
TC2	prof	1	1	True
TC2	prominent	1	1	True
TC2	protest	1	1	True
TC2	purposes	1	1	True
TC2	remained	1	1	True
TC2	rentals	1	1	True
TC2	resort	1	1	True
TC2	responsibilities	1	1	True
TC2	returned	1	1	True
TC2	revenues	4	4	True
TC2	rio	1	1	True
TC2	rule	1	1	True
TC2	sectors	1	1	True
TC2	serious	1	1	True
TC2	sides	1	1	True
TC2	sorry	1	1	True
TC2	southampton	1	1	True
TC2	sq	1	1	True
TC2	ss	1	1	True
TC2	steve	1	1	True
TC2	stores	1	1	True
TC2	str	1	1	True
TC2	sweden	1	1	True
TC2	table	1	1	True
TC2	targeted	4	4	True
TC2	tba	1	1	True
TC2	teen	1	1	True
TC2	textiles	1	1	True
TC2	tiger	1	1	True
TC2	touch	1	1	True
TC2	turkish	1	1	True
TC2	undo	1	1	True
TC2	unity	1	1	True
TC2	variety	1	1	True
TC2	vessels	1	1	True
TC2	vice	1	1	True
TC2	violence	1	1	True
TC2	way	1	1	True
TC2	weight	1	1	True
TC2	win	1	1	True
TC2	wood	3	3	True
TC3	---	---	---	---
TC3	acquisition	1	1	True
TC3	advances	1	1	True
TC3	affects	1	1	True
TC3	aids	1	1	True
TC3	allergy	1	1	True
TC3	ambient	1	1	True
TC3	an	1	1	True
TC3	analyzed	1	1	True
TC3	antiques	1	1	True
TC3	apple	1	1	True
TC3	archive	1	1	True
TC3	archived	1	1	True
TC3	argued	1	1	True
TC3	aruba	1	1	True
TC3	aside	1	1	True
TC3	assembled	1	1	True
TC3	aw	1	1	True
TC3	ban	1	1	True
TC3	bangbus	1	1	True
TC3	basin	1	1	True
TC3	bedrooms	1	1	True
TC3	beds	1	1	True
TC3	belt	1	1	True
TC3	benchmark	1	1	True
TC3	bestiality	1	1	True
TC3	beverly	1	1	True
TC3	bible	1	1	True
TC3	bigger	1	1	True
TC3	biography	1	1	True
TC3	biol	1	1	True
TC3	blond	1	1	True
TC3	blues	2	2	True
TC3	bodies	1	1	True
TC3	breeds	1	1	True
TC3	bring	1	1	True
TC3	britain	1	1	True
TC3	broker	1	1	True
TC3	brutal	1	1	True
TC3	buddy	1	1	True
TC3	buildings	1	1	True
TC3	built	1	1	True
TC3	bunch	1	1	True
TC3	butler	1	1	True
TC3	butts	1	1	True
TC3	cables	1	1	True
TC3	calculated	1	1	True
TC3	calendars	1	1	True
TC3	california	1	1	True
TC3	cameron	1	1	True
TC3	cancel	1	1	True
TC3	capital	1	1	True
TC3	cashiers	1	1	True
TC3	catalogs	1	1	True
TC3	causing	1	1	True
TC3	celebration	1	1	True
TC3	census	1	1	True
TC3	cfr	1	1	True
TC3	challenges	1	1	True
TC3	chaos	1	1	True
TC3	charity	2	2	True
TC3	chips	1	1	True
TC3	christopher	1	1	True
TC3	chronic	1	1	True
TC3	churches	1	1	True
TC3	class	1	1	True
TC3	clock	1	1	True
TC3	clocks	1	1	True
TC3	closes	1	1	True
TC3	colin	1	1	True
TC3	commented	1	1	True
TC3	comparable	1	1	True
TC3	complexity	1	1	True
TC3	complicated	1	1	True
TC3	confidential	1	1	True
TC3	connections	1	1	True
TC3	conservation	1	1	True
TC3	considerations	1	1	True
TC3	consolidated	1	1	True
TC3	consultation	1	1	True
TC3	consulting	1	1	True
TC3	contain	1	1	True
TC3	continually	1	1	True
TC3	continued	1	1	True
TC3	continues	1	1	True
TC3	contracting	1	1	True
TC3	convenience	1	1	True
TC3	coordinates	1	1	True
TC3	copy	2	2	True
TC3	copying	1	1	True
TC3	cornwall	1	1	True
TC3	correctly	1	1	True
TC3	covered	1	1	True
TC3	cowboy	1	1	True
TC3	cream	1	1	True
TC3	create	1	1	True
TC3	cricket	1	1	True
TC3	crucial	1	1	True
TC3	cum	1	1	True
TC3	cutting	1	1	True
TC3	cyber	1	1	True
TC3	cycling	1	1	True
TC3	dallas	1	1	True
TC3	daughters	1	1	True
TC3	dealing	1	1	True
TC3	debian	1	1	True
TC3	debut	1	1	True
TC3	decades	1	1	True
TC3	declaration	1	1	True
TC3	declined	1	1	True
TC3	deemed	1	1	True
TC3	defines	1	1	True
TC3	democrat	1	1	True
TC3	democratic	1	1	True
TC3	den	1	1	True
TC3	deny	1	1	True
TC3	dependent	1	1	True
TC3	deployment	1	1	True
TC3	desirable	1	1	True
TC3	detailed	1	1	True
TC3	detroit	1	1	True
TC3	developers	1	1	True
TC3	developments	1	1	True
TC3	devil	1	1	True
TC3	diamond	1	1	True
TC3	diana	1	1	True
TC3	dimension	1	1	True
TC3	discharge	1	1	True
TC3	dns	1	1	True
TC3	doc	1	1	True
TC3	dodge	1	1	True
TC3	dominant	1	1	True
TC3	dominican	1	1	True
TC3	dozen	1	1	True
TC3	dr	1	1	True
TC3	drama	1	1	True
TC3	dress	1	1	True
TC3	earth	1	1	True
TC3	easier	1	1	True
TC3	ecology	1	1	True
TC3	edmonton	1	1	True
TC3	electro	1	1	True
TC3	elephant	1	1	True
TC3	elite	1	1	True
TC3	emotions	1	1	True
TC3	enables	1	1	True
TC3	endorsement	1	1	True
TC3	energy	1	1	True
TC3	enormous	1	1	True
TC3	environmental	1	1	True
TC3	equipped	1	1	True
TC3	et	1	1	True
TC3	evil	1	1	True
TC3	examples	1	1	True
TC3	excellence	1	1	True
TC3	explains	1	1	True
TC3	explorer	1	1	True
TC3	facilitate	1	1	True
TC3	fc	1	1	True
TC3	fd	1	1	True
TC3	feels	1	1	True
TC3	financing	1	1	True
TC3	finger	1	1	True
TC3	firms	1	1	True
TC3	flood	2	2	True
TC3	fluid	1	1	True
TC3	for	1	1	True
TC3	ford	1	1	True
TC3	forgot	1	1	True
TC3	forgotten	1	1	True
TC3	formats	1	1	True
TC3	forms	1	1	True
TC3	formula	1	1	True
TC3	freebsd	1	1	True
TC3	fresh	1	1	True
TC3	furthermore	1	1	True
TC3	fy	1	1	True
TC3	gardening	1	1	True
TC3	gardens	1	1	True
TC3	genetics	1	1	True
TC3	geography	1	1	True
TC3	gourmet	1	1	True
TC3	governments	1	1	True
TC3	gradually	1	1	True
TC3	graham	1	1	True
TC3	growing	1	1	True
TC3	guidance	1	1	True
TC3	guides	1	1	True
TC3	ha	1	1	True
TC3	hairy	1	1	True
TC3	haiti	1	1	True
TC3	hand	1	1	True
TC3	hardcover	1	1	True
TC3	hardly	1	1	True
TC3	hazard	1	1	True
TC3	heated	1	1	True
TC3	helena	1	1	True
TC3	herein	1	1	True
TC3	holding	1	1	True
TC3	holmes	1	1	True
TC3	holy	1	1	True
TC3	honest	1	1	True
TC3	honey	1	1	True
TC3	hormone	1	1	True
TC3	hour	1	1	True
TC3	however	1	1	True
TC3	ht	1	1	True
TC3	hurt	2	2	True
TC3	husband	1	1	True
TC3	hypothesis	1	1	True
TC3	icon	1	1	True
TC3	ii	1	1	True
TC3	illinois	1	1	True
TC3	illustration	1	1	True
TC3	impression	1	1	True
TC3	improving	1	1	True
TC3	index	1	1	True
TC3	indigenous	1	1	True
TC3	industries	1	1	True
TC3	infrared	1	1	True
TC3	initiative	1	1	True
TC3	insert	1	1	True
TC3	interactions	1	1	True
TC3	internal	1	1	True
TC3	intro	1	1	True
TC3	introduced	1	1	True
TC3	investing	1	1	True
TC3	investors	1	1	True
TC3	ip	1	1	True
TC3	islamic	1	1	True
TC3	j	1	1	True
TC3	jane	1	1	True
TC3	jar	1	1	True
TC3	jelsoft	1	1	True
TC3	jet	1	1	True
TC3	josh	1	1	True
TC3	keen	1	1	True
TC3	kent	1	1	True
TC3	kingdom	1	1	True
TC3	kuwait	1	1	True
TC3	ky	1	1	True
TC3	least	1	1	True
TC3	leaving	1	1	True
TC3	led	1	1	True
TC3	leeds	1	1	True
TC3	lie	1	1	True
TC3	likes	1	1	True
TC3	lions	1	1	True
TC3	loc	1	1	True
TC3	locally	1	1	True
TC3	look	1	1	True
TC3	lovers	1	1	True
TC3	mae	1	1	True
TC3	magic	1	1	True
TC3	manual	1	1	True
TC3	manually	1	1	True
TC3	manufacture	1	1	True
TC3	marker	1	1	True
TC3	markers	1	1	True
TC3	marks	1	1	True
TC3	martin	1	1	True
TC3	masturbating	1	1	True
TC3	matters	1	1	True
TC3	may	1	1	True
TC3	medicaid	1	1	True
TC3	medical	1	1	True
TC3	memo	1	1	True
TC3	merit	1	1	True
TC3	metropolitan	1	1	True
TC3	microsoft	1	1	True
TC3	midnight	1	1	True
TC3	mighty	1	1	True
TC3	milk	1	1	True
TC3	mistress	1	1	True
TC3	ml	1	1	True
TC3	modification	1	1	True
TC3	modified	1	1	True
TC3	monitor	1	1	True
TC3	monitored	1	1	True
TC3	morocco	1	1	True
TC3	mortgage	1	1	True
TC3	motels	1	1	True
TC3	motivated	1	1	True
TC3	mounts	1	1	True
TC3	mozambique	1	1	True
TC3	mozilla	1	1	True
TC3	mpegs	1	1	True
TC3	mrs	1	1	True
TC3	ms	1	1	True
TC3	muslim	1	1	True
TC3	muslims	1	1	True
TC3	must	1	1	True
TC3	muze	1	1	True
TC3	mv	1	1	True
TC3	myself	1	1	True
TC3	myth	1	1	True
TC3	nationally	1	1	True
TC3	neighbors	1	1	True
TC3	newfoundland	1	1	True
TC3	nicholas	1	1	True
TC3	nights	1	1	True
TC3	nipples	1	1	True
TC3	nonprofit	1	1	True
TC3	normally	1	1	True
TC3	notice	3	3	True
TC3	nova	1	1	True
TC3	old	1	1	True
TC3	opportunity	1	1	True
TC3	order	1	1	True
TC3	org	1	1	True
TC3	organisms	1	1	True
TC3	others	1	1	True
TC3	otherwise	1	1	True
TC3	overnight	1	1	True
TC3	owned	1	1	True
TC3	oxide	1	1	True
TC3	pace	1	1	True
TC3	packard	1	1	True
TC3	pairs	2	2	True
TC3	pale	1	1	True
TC3	patents	1	1	True
TC3	patterns	1	1	True
TC3	pci	1	1	True
TC3	pediatric	1	1	True
TC3	penn	1	1	True
TC3	permission	1	1	True
TC3	persistent	1	1	True
TC3	phil	1	1	True
TC3	philip	1	1	True
TC3	philips	1	1	True
TC3	pink	1	1	True
TC3	pipe	2	2	True
TC3	pirates	1	1	True
TC3	pissing	1	1	True
TC3	pitch	1	1	True
TC3	pixel	1	1	True
TC3	placing	1	1	True
TC3	pmc	1	1	True
TC3	political	1	1	True
TC3	poll	1	1	True
TC3	poly	1	1	True
TC3	pos	1	1	True
TC3	possible	1	1	True
TC3	postal	1	1	True
TC3	pottery	2	2	True
TC3	prayers	1	1	True
TC3	press	1	1	True
TC3	prev	1	1	True
TC3	previously	1	1	True
TC3	prime	1	1	True
TC3	process	1	1	True
TC3	prove	1	1	True
TC3	proved	1	1	True
TC3	providence	1	1	True
TC3	providing	1	1	True
TC3	purchases	1	1	True
TC3	purpose	1	1	True
TC3	purse	1	1	True
TC3	pursuit	1	1	True
TC3	que	1	1	True
TC3	quest	1	1	True
TC3	rare	1	1	True
TC3	rating	1	1	True
TC3	realtors	1	1	True
TC3	recipients	1	1	True
TC3	recreational	1	1	True
TC3	reggae	1	1	True
TC3	register	1	1	True
TC3	rely	1	1	True
TC3	remaining	1	1	True
TC3	removal	1	1	True
TC3	reno	1	1	True
TC3	reply	1	1	True
TC3	reproduced	1	1	True
TC3	republic	1	1	True
TC3	republicans	1	1	True
TC3	residence	1	1	True
TC3	resort	1	1	True
TC3	responsibility	1	1	True
TC3	restoration	1	1	True
TC3	restructuring	1	1	True
TC3	reveals	2	2	True
TC3	ri	1	1	True
TC3	rpm	1	1	True
TC3	russian	1	1	True
TC3	salaries	1	1	True
TC3	scanners	1	1	True
TC3	schools	1	1	True
TC3	scripting	1	1	True
TC3	serum	1	1	True
TC3	sewing	1	1	True
TC3	shade	1	1	True
TC3	shannon	1	1	True
TC3	significance	1	1	True
TC3	simpsons	1	1	True
TC3	simultaneously	1	1	True
TC3	sitemap	1	1	True
TC3	skilled	1	1	True
TC3	sky	1	1	True
TC3	slot	1	1	True
TC3	soap	1	1	True
TC3	somalia	1	1	True
TC3	something	1	1	True
TC3	song	1	1	True
TC3	soon	1	1	True
TC3	sophisticated	1	1	True
TC3	sorry	1	1	True
TC3	soviet	1	1	True
TC3	sox	1	1	True
TC3	spain	1	1	True
TC3	species	1	1	True
TC3	specifies	1	1	True
TC3	spending	1	1	True
TC3	spoke	1	1	True
TC3	spoken	1	1	True
TC3	spreading	1	1	True
TC3	springs	1	1	True
TC3	src	1	1	True
TC3	ssl	1	1	True
TC3	stamp	1	1	True
TC3	stays	1	1	True
TC3	std	1	1	True
TC3	steel	1	1	True
TC3	strange	1	1	True
TC3	strengthen	1	1	True
TC3	strengthening	1	1	True
TC3	sub	1	1	True
TC3	subsequent	1	1	True
TC3	suggestion	2	2	True
TC3	supplement	1	1	True
TC3	susan	1	1	True
TC3	swap	1	1	True
TC3	tablet	1	1	True
TC3	tackle	1	1	True
TC3	talk	1	1	True
TC3	tea	1	1	True
TC3	tear	1	1	True
TC3	teenage	1	1	True
TC3	television	1	1	True
TC3	texture	1	1	True
TC3	thickness	1	1	True
TC3	thumb	2	2	True
TC3	till	1	1	True
TC3	tires	1	1	True
TC3	tomato	1	1	True
TC3	tp	1	1	True
TC3	tracked	1	1	True
TC3	train	1	1	True
TC3	transmit	1	1	True
TC3	tuesday	1	1	True
TC3	twelve	1	1	True
TC3	two	1	1	True
TC3	uc	1	1	True
TC3	undergraduate	1	1	True
TC3	underground	1	1	True
TC3	unless	1	1	True
TC3	unlikely	1	1	True
TC3	usa	1	1	True
TC3	used	1	1	True
TC3	uses	1	1	True
TC3	utils	1	1	True
TC3	vagina	1	1	True
TC3	validity	1	1	True
TC3	vibrators	1	1	True
TC3	victory	1	1	True
TC3	virginia	1	1	True
TC3	voice	1	1	True
TC3	vs	1	1	True
TC3	waiver	1	1	True
TC3	wal	1	1	True
TC3	walking	1	1	True
TC3	want	1	1	True
TC3	waste	1	1	True
TC3	wave	1	1	True
TC3	webshots	1	1	True
TC3	widely	1	1	True
TC3	williams	1	1	True
TC3	windsor	1	1	True
TC3	wma	1	1	True
TC3	women	1	1	True
TC3	wonder	1	1	True
TC3	wooden	1	1	True
TC3	works	1	1	True
TC3	wrote	1	1	True
TC3	ya	1	1	True
TC3	you	1	1	True
TC3	z	1	1	True
TC3	zdnet	1	1	True
TC4	---	---	---	---
TC4	adjustable	1	1	True
TC4	admin	1	1	True
TC4	adolescent	1	1	True
TC4	albuquerque	1	1	True
TC4	alternatives	1	1	True
TC4	amazon	1	1	True
TC4	analyst	1	1	True
TC4	annual	2	2	True
TC4	appreciate	1	1	True
TC4	approve	1	1	True
TC4	ar	1	1	True
TC4	arabia	1	1	True
TC4	architects	1	1	True
TC4	arthritis	1	1	True
TC4	asian	1	1	True
TC4	assessed	1	1	True
TC4	assigned	1	1	True
TC4	ata	1	1	True
TC4	ate	1	1	True
TC4	attention	1	1	True
TC4	audit	1	1	True
TC4	australian	1	1	True
TC4	az	1	1	True
TC4	baby	1	1	True
TC4	bacterial	1	1	True
TC4	banking	1	1	True
TC4	barrel	1	1	True
TC4	barrier	1	1	True
TC4	based	1	1	True
TC4	baskets	1	1	True
TC4	beach	1	1	True
TC4	beaches	1	1	True
TC4	beads	1	1	True
TC4	beans	1	1	True
TC4	beautiful	1	1	True
TC4	bedrooms	1	1	True
TC4	began	1	1	True
TC4	begin	1	1	True
TC4	beginner	1	1	True
TC4	belkin	1	1	True
TC4	below	1	1	True
TC4	ben	1	1	True
TC4	benchmark	2	2	True
TC4	bend	1	1	True
TC4	berlin	1	1	True
TC4	berry	1	1	True
TC4	beside	1	1	True
TC4	beverage	1	1	True
TC4	bible	1	1	True
TC4	biggest	1	1	True
TC4	bike	1	1	True
TC4	bingo	1	1	True
TC4	bio	1	1	True
TC4	biographies	1	1	True
TC4	biz	1	1	True
TC4	bizrate	1	1	True
TC4	bk	1	1	True
TC4	blade	1	1	True
TC4	blend	1	1	True
TC4	bloom	1	1	True
TC4	blues	1	1	True
TC4	bolt	1	1	True
TC4	bon	1	1	True
TC4	boobs	1	1	True
TC4	book	2	2	True
TC4	booking	1	1	True
TC4	books	1	1	True
TC4	booty	1	1	True
TC4	boundary	1	1	True
TC4	bowling	1	1	True
TC4	bra	1	1	True
TC4	brake	1	1	True
TC4	break	1	1	True
TC4	bridal	1	1	True
TC4	broadcast	1	1	True
TC4	brochure	1	1	True
TC4	brooklyn	1	1	True
TC4	browsers	1	1	True
TC4	bryan	1	1	True
TC4	bryant	1	1	True
TC4	bt	1	1	True
TC4	buck	1	1	True
TC4	building	1	1	True
TC4	bulletin	1	1	True
TC4	burn	1	1	True
TC4	burner	1	1	True
TC4	buses	1	1	True
TC4	cabinet	1	1	True
TC4	calculated	1	1	True
TC4	calgary	1	1	True
TC4	calibration	1	1	True
TC4	calling	1	1	True
TC4	calvin	1	1	True
TC4	camel	1	1	True
TC4	cameras	1	1	True
TC4	campaigns	1	1	True
TC4	canal	1	1	True
TC4	cancel	1	1	True
TC4	caps	1	1	True
TC4	car	1	1	True
TC4	cars	1	1	True
TC4	cartridges	1	1	True
TC4	casa	1	1	True
TC4	cashiers	1	1	True
TC4	castle	2	2	True
TC4	cb	1	1	True
TC4	cells	1	1	True
TC4	cet	1	1	True
TC4	challenges	1	1	True
TC4	champions	1	1	True
TC4	char	1	1	True
TC4	charger	1	1	True
TC4	charity	1	1	True
TC4	charts	2	2	True
TC4	chase	1	1	True
TC4	cheap	1	1	True
TC4	check	1	1	True
TC4	checklist	1	1	True
TC4	chelsea	1	1	True
TC4	chemicals	1	1	True
TC4	cholesterol	1	1	True
TC4	christ	1	1	True
TC4	christian	1	1	True
TC4	christina	1	1	True
TC4	christopher	1	1	True
TC4	chrome	1	1	True
TC4	church	1	1	True
TC4	circles	1	1	True
TC4	circuits	1	1	True
TC4	circular	1	1	True
TC4	classic	1	1	True
TC4	clearance	1	1	True
TC4	clients	2	2	True
TC4	closely	1	1	True
TC4	cloudy	1	1	True
TC4	cluster	1	1	True
TC4	coastal	2	2	True
TC4	collar	1	1	True
TC4	collections	1	1	True
TC4	colleges	1	1	True
TC4	colon	1	1	True
TC4	combination	1	1	True
TC4	commands	1	1	True
TC4	commerce	1	1	True
TC4	committees	1	1	True
TC4	companies	1	1	True
TC4	company	1	1	True
TC4	compounds	1	1	True
TC4	computational	1	1	True
TC4	computing	1	1	True
TC4	concentrate	1	1	True
TC4	conduct	1	1	True
TC4	confidential	2	2	True
TC4	connector	1	1	True
TC4	considerable	1	1	True
TC4	consideration	1	1	True
TC4	consist	2	2	True
TC4	consoles	1	1	True
TC4	consumption	1	1	True
TC4	contacts	1	1	True
TC4	contained	1	1	True
TC4	contains	2	2	True
TC4	continually	1	1	True
TC4	continues	1	1	True
TC4	continuously	1	1	True
TC4	contrary	1	1	True
TC4	contributing	1	1	True
TC4	controller	1	1	True
TC4	conversion	1	1	True
TC4	coordinate	1	1	True
TC4	coordinates	1	1	True
TC4	copying	1	1	True
TC4	core	1	1	True
TC4	cork	1	1	True
TC4	corp	1	1	True
TC4	corporate	1	1	True
TC4	corpus	1	1	True
TC4	coupled	1	1	True
TC4	couples	1	1	True
TC4	crazy	2	2	True
TC4	credits	1	1	True
TC4	critics	1	1	True
TC4	css	1	1	True
TC4	cst	1	1	True
TC4	cuisine	1	1	True
TC4	currency	1	1	True
TC4	curtis	1	1	True
TC4	cuts	1	1	True
TC4	cv	1	1	True
TC4	cycles	1	1	True
TC4	dallas	1	1	True
TC4	dam	1	1	True
TC4	danger	1	1	True
TC4	daniel	1	1	True
TC4	data	2	2	True
TC4	dating	1	1	True
TC4	daughter	1	1	True
TC4	dave	1	1	True
TC4	dawn	1	1	True
TC4	dd	1	1	True
TC4	ddr	2	2	True
TC4	deals	1	1	True
TC4	deborah	1	1	True
TC4	dec	1	1	True
TC4	decent	1	1	True
TC4	declaration	1	1	True
TC4	decorative	1	1	True
TC4	defendant	1	1	True
TC4	defense	1	1	True
TC4	deferred	1	1	True
TC4	define	1	1	True
TC4	delaware	1	1	True
TC4	deliver	1	1	True
TC4	demographic	1	1	True
TC4	dental	1	1	True
TC4	deny	1	1	True
TC4	depend	1	1	True
TC4	dependence	1	1	True
TC4	depends	1	1	True
TC4	designers	1	1	True
TC4	destroy	1	1	True
TC4	detection	1	1	True
TC4	detroit	2	2	True
TC4	dev	1	1	True
TC4	develops	1	1	True
TC4	diamond	1	1	True
TC4	diamonds	2	2	True
TC4	diffs	1	1	True
TC4	dildo	1	1	True
TC4	dinner	1	1	True
TC4	dip	1	1	True
TC4	direction	1	1	True
TC4	disciplinary	1	1	True
TC4	disclose	1	1	True
TC4	discover	1	1	True
TC4	discovered	1	1	True
TC4	discuss	1	1	True
TC4	diseases	2	2	True
TC4	dish	1	1	True
TC4	dishes	1	1	True
TC4	disposal	1	1	True
TC4	dispute	1	1	True
TC4	distinct	1	1	True
TC4	distributions	1	1	True
TC4	diversity	1	1	True
TC4	dividend	1	1	True
TC4	division	1	1	True
TC4	doctors	1	1	True
TC4	dos	1	1	True
TC4	downloadable	1	1	True
TC4	dramatically	2	2	True
TC4	draws	1	1	True
TC4	dresses	1	1	True
TC4	dried	1	1	True
TC4	drinks	1	1	True
TC4	drive	1	1	True
TC4	drivers	1	1	True
TC4	drunk	1	1	True
TC4	dsc	1	1	True
TC4	dts	1	1	True
TC4	duncan	1	1	True
TC4	durable	1	1	True
TC4	duties	1	1	True
TC4	dvds	1	1	True
TC4	ear	1	1	True
TC4	earn	1	1	True
TC4	earning	2	2	True
TC4	eating	1	1	True
TC4	edition	1	1	True
TC4	eds	1	1	True
TC4	ef	1	1	True
TC4	effective	1	1	True
TC4	effects	1	1	True
TC4	electrical	1	1	True
TC4	elsewhere	1	1	True
TC4	emergency	1	1	True
TC4	employee	1	1	True
TC4	enclosure	1	1	True
TC4	encryption	1	1	True
TC4	ending	1	1	True
TC4	energy	1	1	True
TC4	engaged	1	1	True
TC4	engineering	1	1	True
TC4	enhancement	1	1	True
TC4	entering	1	1	True
TC4	entertainment	1	1	True
TC4	epic	1	1	True
TC4	equilibrium	1	1	True
TC4	equipped	1	1	True
TC4	equivalent	1	1	True
TC4	erp	1	1	True
TC4	es	1	1	True
TC4	escort	1	1	True
TC4	espn	1	1	True
TC4	est	1	1	True
TC4	estimates	1	1	True
TC4	estonia	1	1	True
TC4	etc	1	1	True
